MClusterID,XClusterID,MClusterSize,XClusterSize,OverlapSize,OverlapMembers,MOnlySize,MOnlyMembers,XOnlySize,XOnlyMembers,CombinedSize,CombinedMembers
4,62,116,24,19,"['evalenzuela', 'alopez1', 'jaruiz3', 'taz67rs', 'jdejesus', 'rpmaskill', 'cemontalvo', 'erodriguez', 'acarus', 'jacardenas4', 'sandy', 'maearley', 'soto1231', 'egaytan', 'ealmeda', 'jflores', 'tbermea', 'chicks', 'majaurrieta']",97,"['jas1988', 'shano2', 'far1989', 'gsferrer', 'jingcong', 'tiffco12', 'jackyc11', 'arinb', 'garrett3', 'nguyenhtran', 'gssalloum', 'bleethat', 'john14', 'cnguyen8', 'sumeetg', 'tomas', 'melody00', 'dscassid', 'tamermoh', 'amininio', 'rholyk', 'yk210', 'ohernandez', 'mncuatico', 'jrenos', 'amekstrand', 'alexhung', 'dollyddyy', 'anushaborra', 'mtnguyen', 'titusl', 'shawnm01', 'darthandy', 'sthyan87', 'aw38', 'blake', 'felixpoon', 'kimberlyma', 'crgbys', 'tjdwls0510', 'riteshb', 'leonhart', 'aacordon', 'apazukha', 'jmpm', 'mwdordor', 'leonlian007', 'hin41189', 'caumsted', 'jiening', 'jscchou', 'ebryden', 'kapiado', 'sarutd', 'mqcastillo', 'scott7', 'eietmo', 'timtim1065', 'ashwinganesh', 'kosorji', 'varsha16', 'manraj09', 'narnaut', 'allentrue', 'sfalmeida', 'btonner', 'garyhou', 'karmue', 'jritch', 'elviajero', 'cowsgomur', 'aloha', 'towelieee', 'enforce', 'lucyli89', 'mlucas', 'lphunh', 'iori', 'chain1987', 'orange7', 'hbkim89', 'crs', 'cyboy', 'dexteritty', 'derek003', 'jameswan', 'mtandon', 'phyzzle', 'isanchez', 'jason04', 'bolormaa', 'bdsalas', 'benster0', 'bawagsk', 'dskieu', 'cameo24', 'mmaqian']",5,"['stella', 'valdez4', 'omachado', 'iacoronado', 'mpacheco']",121,"['jas1988', 'evalenzuela', 'alopez1', 'valdez4', 'shano2', 'far1989', 'gsferrer', 'jingcong', 'tiffco12', 'jackyc11', 'arinb', 'mpacheco', 'garrett3', 'nguyenhtran', 'gssalloum', 'bleethat', 'john14', 'cnguyen8', 'sumeetg', 'tomas', 'melody00', 'omachado', 'dscassid', 'tamermoh', 'amininio', 'cemontalvo', 'erodriguez', 'rholyk', 'yk210', 'ohernandez', 'mncuatico', 'jrenos', 'amekstrand', 'alexhung', 'dollyddyy', 'anushaborra', 'mtnguyen', 'titusl', 'maearley', 'shawnm01', 'darthandy', 'soto1231', 'sthyan87', 'aw38', 'blake', 'felixpoon', 'kimberlyma', 'crgbys', 'tjdwls0510', 'riteshb', 'egaytan', 'leonhart', 'ealmeda', 'aacordon', 'apazukha', 'jmpm', 'mwdordor', 'leonlian007', 'hin41189', 'tbermea', 'caumsted', 'chicks', 'jiening', 'jscchou', 'majaurrieta', 'ebryden', 'kapiado', 'sarutd', 'mqcastillo', 'scott7', 'jaruiz3', 'eietmo', 'timtim1065', 'ashwinganesh', 'kosorji', 'varsha16', 'manraj09', 'taz67rs', 'narnaut', 'allentrue', 'sfalmeida', 'iacoronado', 'btonner', 'garyhou', 'jdejesus', 'karmue', 'jritch', 'rpmaskill', 'elviajero', 'cowsgomur', 'aloha', 'towelieee', 'enforce', 'lucyli89', 'stella', 'acarus', 'mlucas', 'jacardenas4', 'sandy', 'lphunh', 'iori', 'chain1987', 'orange7', 'hbkim89', 'crs', 'cyboy', 'dexteritty', 'derek003', 'jameswan', 'mtandon', 'phyzzle', 'isanchez', 'jason04', 'bolormaa', 'jflores', 'bdsalas', 'benster0', 'bawagsk', 'dskieu', 'cameo24', 'mmaqian']"
4,10,116,18,2,"['jmpm', 'allentrue']",114,"['jas1988', 'evalenzuela', 'alopez1', 'shano2', 'far1989', 'gsferrer', 'jingcong', 'tiffco12', 'jackyc11', 'arinb', 'garrett3', 'nguyenhtran', 'gssalloum', 'bleethat', 'john14', 'cnguyen8', 'sumeetg', 'tomas', 'melody00', 'dscassid', 'tamermoh', 'amininio', 'cemontalvo', 'erodriguez', 'rholyk', 'yk210', 'ohernandez', 'mncuatico', 'jrenos', 'amekstrand', 'alexhung', 'dollyddyy', 'anushaborra', 'mtnguyen', 'titusl', 'maearley', 'shawnm01', 'darthandy', 'soto1231', 'sthyan87', 'aw38', 'blake', 'felixpoon', 'kimberlyma', 'crgbys', 'tjdwls0510', 'riteshb', 'egaytan', 'leonhart', 'ealmeda', 'aacordon', 'apazukha', 'mwdordor', 'leonlian007', 'hin41189', 'tbermea', 'caumsted', 'chicks', 'jiening', 'jscchou', 'majaurrieta', 'ebryden', 'kapiado', 'sarutd', 'mqcastillo', 'scott7', 'jaruiz3', 'eietmo', 'timtim1065', 'ashwinganesh', 'kosorji', 'varsha16', 'manraj09', 'taz67rs', 'narnaut', 'sfalmeida', 'btonner', 'garyhou', 'jdejesus', 'karmue', 'jritch', 'rpmaskill', 'elviajero', 'cowsgomur', 'aloha', 'towelieee', 'enforce', 'lucyli89', 'acarus', 'mlucas', 'jacardenas4', 'sandy', 'lphunh', 'iori', 'chain1987', 'orange7', 'hbkim89', 'crs', 'cyboy', 'dexteritty', 'derek003', 'jameswan', 'mtandon', 'phyzzle', 'isanchez', 'jason04', 'bolormaa', 'jflores', 'bdsalas', 'benster0', 'bawagsk', 'dskieu', 'cameo24', 'mmaqian']",16,"['ull124', 'sreramanm', 'hchhide', 'mariaana', 'pankaj_kvhld', 'zhiying', 'mikkni', 'yuxingangzju', 'stahel', 'littlemooncake', 'emibac', 'meixian82', 'nanosolar', 'vivi6', 'exampleoma', 'holmeschow052310']",132,"['jas1988', 'evalenzuela', 'alopez1', 'sreramanm', 'shano2', 'far1989', 'gsferrer', 'mikkni', 'jingcong', 'stahel', 'tiffco12', 'littlemooncake', 'vivi6', 'jackyc11', 'arinb', 'garrett3', 'nguyenhtran', 'gssalloum', 'bleethat', 'john14', 'cnguyen8', 'sumeetg', 'tomas', 'melody00', 'emibac', 'meixian82', 'dscassid', 'tamermoh', 'amininio', 'cemontalvo', 'erodriguez', 'rholyk', 'yk210', 'ohernandez', 'mncuatico', 'holmeschow052310', 'jrenos', 'ull124', 'amekstrand', 'alexhung', 'dollyddyy', 'anushaborra', 'mtnguyen', 'pankaj_kvhld', 'titusl', 'maearley', 'shawnm01', 'darthandy', 'soto1231', 'sthyan87', 'aw38', 'blake', 'felixpoon', 'kimberlyma', 'crgbys', 'tjdwls0510', 'riteshb', 'egaytan', 'leonhart', 'ealmeda', 'aacordon', 'apazukha', 'jmpm', 'mwdordor', 'leonlian007', 'hin41189', 'tbermea', 'caumsted', 'chicks', 'jiening', 'jscchou', 'majaurrieta', 'ebryden', 'kapiado', 'sarutd', 'mqcastillo', 'scott7', 'jaruiz3', 'eietmo', 'timtim1065', 'ashwinganesh', 'kosorji', 'varsha16', 'manraj09', 'taz67rs', 'narnaut', 'allentrue', 'sfalmeida', 'exampleoma', 'btonner', 'garyhou', 'jdejesus', 'karmue', 'jritch', 'hchhide', 'rpmaskill', 'elviajero', 'cowsgomur', 'mariaana', 'aloha', 'towelieee', 'enforce', 'lucyli89', 'acarus', 'mlucas', 'jacardenas4', 'sandy', 'lphunh', 'iori', 'chain1987', 'yuxingangzju', 'orange7', 'hbkim89', 'nanosolar', 'crs', 'cyboy', 'dexteritty', 'derek003', 'jameswan', 'mtandon', 'phyzzle', 'isanchez', 'jason04', 'bolormaa', 'jflores', 'bdsalas', 'benster0', 'zhiying', 'bawagsk', 'dskieu', 'cameo24', 'mmaqian']"
4,63,116,15,14,"['jdejesus', 'jrenos', 'kapiado', 'alopez1', 'rpmaskill', 'amekstrand', 'mtnguyen', 'aacordon', 'sandy', 'lphunh', 'gsferrer', 'tomas', 'bdsalas', 'ohernandez']",102,"['jas1988', 'evalenzuela', 'shano2', 'far1989', 'jingcong', 'tiffco12', 'jackyc11', 'arinb', 'garrett3', 'nguyenhtran', 'gssalloum', 'bleethat', 'john14', 'cnguyen8', 'sumeetg', 'melody00', 'dscassid', 'tamermoh', 'amininio', 'cemontalvo', 'erodriguez', 'rholyk', 'yk210', 'mncuatico', 'alexhung', 'dollyddyy', 'anushaborra', 'titusl', 'maearley', 'shawnm01', 'darthandy', 'soto1231', 'sthyan87', 'aw38', 'blake', 'felixpoon', 'kimberlyma', 'crgbys', 'tjdwls0510', 'riteshb', 'egaytan', 'leonhart', 'ealmeda', 'apazukha', 'jmpm', 'mwdordor', 'leonlian007', 'hin41189', 'tbermea', 'caumsted', 'chicks', 'jiening', 'jscchou', 'majaurrieta', 'ebryden', 'sarutd', 'mqcastillo', 'scott7', 'jaruiz3', 'eietmo', 'timtim1065', 'ashwinganesh', 'kosorji', 'varsha16', 'manraj09', 'taz67rs', 'narnaut', 'allentrue', 'sfalmeida', 'btonner', 'garyhou', 'karmue', 'jritch', 'elviajero', 'cowsgomur', 'aloha', 'towelieee', 'enforce', 'lucyli89', 'acarus', 'mlucas', 'jacardenas4', 'iori', 'chain1987', 'orange7', 'hbkim89', 'crs', 'cyboy', 'dexteritty', 'derek003', 'jameswan', 'mtandon', 'phyzzle', 'isanchez', 'jason04', 'bolormaa', 'jflores', 'benster0', 'bawagsk', 'dskieu', 'cameo24', 'mmaqian']",1,['ebaytok'],117,"['jas1988', 'evalenzuela', 'alopez1', 'shano2', 'far1989', 'gsferrer', 'jingcong', 'tiffco12', 'jackyc11', 'arinb', 'garrett3', 'nguyenhtran', 'gssalloum', 'bleethat', 'john14', 'cnguyen8', 'sumeetg', 'tomas', 'melody00', 'dscassid', 'tamermoh', 'amininio', 'cemontalvo', 'erodriguez', 'rholyk', 'yk210', 'ohernandez', 'mncuatico', 'jrenos', 'amekstrand', 'alexhung', 'dollyddyy', 'anushaborra', 'mtnguyen', 'titusl', 'maearley', 'shawnm01', 'darthandy', 'soto1231', 'sthyan87', 'aw38', 'blake', 'felixpoon', 'kimberlyma', 'crgbys', 'tjdwls0510', 'riteshb', 'egaytan', 'leonhart', 'ealmeda', 'aacordon', 'apazukha', 'jmpm', 'mwdordor', 'leonlian007', 'hin41189', 'tbermea', 'caumsted', 'chicks', 'jiening', 'jscchou', 'majaurrieta', 'ebryden', 'kapiado', 'sarutd', 'mqcastillo', 'scott7', 'jaruiz3', 'eietmo', 'timtim1065', 'ashwinganesh', 'kosorji', 'varsha16', 'manraj09', 'taz67rs', 'narnaut', 'allentrue', 'sfalmeida', 'btonner', 'garyhou', 'jdejesus', 'karmue', 'jritch', 'rpmaskill', 'elviajero', 'cowsgomur', 'aloha', 'towelieee', 'enforce', 'lucyli89', 'acarus', 'mlucas', 'jacardenas4', 'sandy', 'lphunh', 'iori', 'chain1987', 'orange7', 'hbkim89', 'crs', 'cyboy', 'dexteritty', 'derek003', 'jameswan', 'mtandon', 'phyzzle', 'isanchez', 'jason04', 'bolormaa', 'jflores', 'bdsalas', 'benster0', 'bawagsk', 'ebaytok', 'dskieu', 'cameo24', 'mmaqian']"
4,66,116,11,10,"['mtandon', 'jritch', 'mlucas', 'apazukha', 'benster0', 'titusl', 'chain1987', 'orange7', 'dscassid', 'darthandy']",106,"['jas1988', 'evalenzuela', 'alopez1', 'shano2', 'far1989', 'gsferrer', 'jingcong', 'tiffco12', 'jackyc11', 'arinb', 'garrett3', 'nguyenhtran', 'gssalloum', 'bleethat', 'john14', 'cnguyen8', 'sumeetg', 'tomas', 'melody00', 'tamermoh', 'amininio', 'cemontalvo', 'erodriguez', 'rholyk', 'yk210', 'ohernandez', 'mncuatico', 'jrenos', 'amekstrand', 'alexhung', 'dollyddyy', 'anushaborra', 'mtnguyen', 'maearley', 'shawnm01', 'soto1231', 'sthyan87', 'aw38', 'blake', 'felixpoon', 'kimberlyma', 'crgbys', 'tjdwls0510', 'riteshb', 'egaytan', 'leonhart', 'ealmeda', 'aacordon', 'jmpm', 'mwdordor', 'leonlian007', 'hin41189', 'tbermea', 'caumsted', 'chicks', 'jiening', 'jscchou', 'majaurrieta', 'ebryden', 'kapiado', 'sarutd', 'mqcastillo', 'scott7', 'jaruiz3', 'eietmo', 'timtim1065', 'ashwinganesh', 'kosorji', 'varsha16', 'manraj09', 'taz67rs', 'narnaut', 'allentrue', 'sfalmeida', 'btonner', 'garyhou', 'jdejesus', 'karmue', 'rpmaskill', 'elviajero', 'cowsgomur', 'aloha', 'towelieee', 'enforce', 'lucyli89', 'acarus', 'jacardenas4', 'sandy', 'lphunh', 'iori', 'hbkim89', 'crs', 'cyboy', 'dexteritty', 'derek003', 'jameswan', 'phyzzle', 'isanchez', 'jason04', 'bolormaa', 'jflores', 'bdsalas', 'bawagsk', 'dskieu', 'cameo24', 'mmaqian']",1,['yasyas'],117,"['jas1988', 'evalenzuela', 'alopez1', 'shano2', 'far1989', 'gsferrer', 'jingcong', 'tiffco12', 'jackyc11', 'arinb', 'garrett3', 'nguyenhtran', 'gssalloum', 'bleethat', 'john14', 'cnguyen8', 'yasyas', 'sumeetg', 'tomas', 'melody00', 'dscassid', 'tamermoh', 'amininio', 'cemontalvo', 'erodriguez', 'rholyk', 'yk210', 'ohernandez', 'mncuatico', 'jrenos', 'amekstrand', 'alexhung', 'dollyddyy', 'anushaborra', 'mtnguyen', 'titusl', 'maearley', 'shawnm01', 'darthandy', 'soto1231', 'sthyan87', 'aw38', 'blake', 'felixpoon', 'kimberlyma', 'crgbys', 'tjdwls0510', 'riteshb', 'egaytan', 'leonhart', 'ealmeda', 'aacordon', 'apazukha', 'jmpm', 'mwdordor', 'leonlian007', 'hin41189', 'tbermea', 'caumsted', 'chicks', 'jiening', 'jscchou', 'majaurrieta', 'ebryden', 'kapiado', 'sarutd', 'mqcastillo', 'scott7', 'jaruiz3', 'eietmo', 'timtim1065', 'ashwinganesh', 'kosorji', 'varsha16', 'manraj09', 'taz67rs', 'narnaut', 'allentrue', 'sfalmeida', 'btonner', 'garyhou', 'jdejesus', 'karmue', 'jritch', 'rpmaskill', 'elviajero', 'cowsgomur', 'aloha', 'towelieee', 'enforce', 'lucyli89', 'acarus', 'mlucas', 'jacardenas4', 'sandy', 'lphunh', 'iori', 'chain1987', 'orange7', 'hbkim89', 'crs', 'cyboy', 'dexteritty', 'derek003', 'jameswan', 'mtandon', 'phyzzle', 'isanchez', 'jason04', 'bolormaa', 'jflores', 'bdsalas', 'benster0', 'bawagsk', 'dskieu', 'cameo24', 'mmaqian']"
4,64,116,5,5,"['nguyenhtran', 'mqcastillo', 'lphunh', 'caumsted', 'mncuatico']",111,"['jas1988', 'evalenzuela', 'alopez1', 'shano2', 'far1989', 'gsferrer', 'jingcong', 'tiffco12', 'jackyc11', 'arinb', 'garrett3', 'gssalloum', 'bleethat', 'john14', 'cnguyen8', 'sumeetg', 'tomas', 'melody00', 'dscassid', 'tamermoh', 'amininio', 'cemontalvo', 'erodriguez', 'rholyk', 'yk210', 'ohernandez', 'jrenos', 'amekstrand', 'alexhung', 'dollyddyy', 'anushaborra', 'mtnguyen', 'titusl', 'maearley', 'shawnm01', 'darthandy', 'soto1231', 'sthyan87', 'aw38', 'blake', 'felixpoon', 'kimberlyma', 'crgbys', 'tjdwls0510', 'riteshb', 'egaytan', 'leonhart', 'ealmeda', 'aacordon', 'apazukha', 'jmpm', 'mwdordor', 'leonlian007', 'hin41189', 'tbermea', 'chicks', 'jiening', 'jscchou', 'majaurrieta', 'ebryden', 'kapiado', 'sarutd', 'scott7', 'jaruiz3', 'eietmo', 'timtim1065', 'ashwinganesh', 'kosorji', 'varsha16', 'manraj09', 'taz67rs', 'narnaut', 'allentrue', 'sfalmeida', 'btonner', 'garyhou', 'jdejesus', 'karmue', 'jritch', 'rpmaskill', 'elviajero', 'cowsgomur', 'aloha', 'towelieee', 'enforce', 'lucyli89', 'acarus', 'mlucas', 'jacardenas4', 'sandy', 'iori', 'chain1987', 'orange7', 'hbkim89', 'crs', 'cyboy', 'dexteritty', 'derek003', 'jameswan', 'mtandon', 'phyzzle', 'isanchez', 'jason04', 'bolormaa', 'jflores', 'bdsalas', 'benster0', 'bawagsk', 'dskieu', 'cameo24', 'mmaqian']",0,[],116,"['jas1988', 'evalenzuela', 'alopez1', 'shano2', 'far1989', 'gsferrer', 'jingcong', 'tiffco12', 'jackyc11', 'arinb', 'garrett3', 'nguyenhtran', 'gssalloum', 'bleethat', 'john14', 'cnguyen8', 'sumeetg', 'tomas', 'melody00', 'dscassid', 'tamermoh', 'amininio', 'cemontalvo', 'erodriguez', 'rholyk', 'yk210', 'ohernandez', 'mncuatico', 'jrenos', 'amekstrand', 'alexhung', 'dollyddyy', 'anushaborra', 'mtnguyen', 'titusl', 'maearley', 'shawnm01', 'darthandy', 'soto1231', 'sthyan87', 'aw38', 'blake', 'felixpoon', 'kimberlyma', 'crgbys', 'tjdwls0510', 'riteshb', 'egaytan', 'leonhart', 'ealmeda', 'aacordon', 'apazukha', 'jmpm', 'mwdordor', 'leonlian007', 'hin41189', 'tbermea', 'caumsted', 'chicks', 'jiening', 'jscchou', 'majaurrieta', 'ebryden', 'kapiado', 'sarutd', 'mqcastillo', 'scott7', 'jaruiz3', 'eietmo', 'timtim1065', 'ashwinganesh', 'kosorji', 'varsha16', 'manraj09', 'taz67rs', 'narnaut', 'allentrue', 'sfalmeida', 'btonner', 'garyhou', 'jdejesus', 'karmue', 'jritch', 'rpmaskill', 'elviajero', 'cowsgomur', 'aloha', 'towelieee', 'enforce', 'lucyli89', 'acarus', 'mlucas', 'jacardenas4', 'sandy', 'lphunh', 'iori', 'chain1987', 'orange7', 'hbkim89', 'crs', 'cyboy', 'dexteritty', 'derek003', 'jameswan', 'mtandon', 'phyzzle', 'isanchez', 'jason04', 'bolormaa', 'jflores', 'bdsalas', 'benster0', 'bawagsk', 'dskieu', 'cameo24', 'mmaqian']"
5,39,50,58,49,"['jbeaulieu', 'acroson', 'weichang', 'ander107', 'jcflanag', 'kjpatter', 'scschrei', 'aecooper', 'wrucker', 'wgeary', 'skunplin', 'kdbrown', 'sglynn', 'takinfe', 'cbrinton07', 'xueh', 'knights2715', 'kfouch', 'aavincen', 'ddkelly', 'zbo', 'rkusuma', 'jjcho', 'gnave', 'cbcooper', 'rmcgrail', 'jshennin', 'cgshanno', 'gyoways', 'kspano', 'cjwagner', 'gmendis', 'monsterd5', 'jburdesk', 'bowensbo', 'asaski', 'akraman', 'wpmyers', 'agmarche', 'wnaville', 'sesulliv', 'nghadial', 'lkearney', 'jcthomas', 'behaley', 'winnie', 'adavros', 'kccox', 'li146']",1,['schust'],9,"['strachan', 'psajor', 'ssaber', 'dseely', 'reffwang', 'bharath89', 'bharath88', 'zermanas', 'jfbrenna']",59,"['psajor', 'acroson', 'ander107', 'kjpatter', 'scschrei', 'aecooper', 'wgeary', 'kdbrown', 'skunplin', 'takinfe', 'cbrinton07', 'xueh', 'knights2715', 'kfouch', 'aavincen', 'zbo', 'rkusuma', 'cbcooper', 'ssaber', 'jshennin', 'cgshanno', 'gyoways', 'jburdesk', 'bowensbo', 'asaski', 'strachan', 'agmarche', 'sesulliv', 'nghadial', 'jcthomas', 'winnie', 'adavros', 'li146', 'jbeaulieu', 'weichang', 'jcflanag', 'wrucker', 'sglynn', 'jfbrenna', 'ddkelly', 'jjcho', 'gnave', 'schust', 'rmcgrail', 'dseely', 'kspano', 'cjwagner', 'reffwang', 'gmendis', 'bharath89', 'monsterd5', 'zermanas', 'akraman', 'wpmyers', 'wnaville', 'bharath88', 'lkearney', 'behaley', 'kccox']"
6,67,44,50,41,"['ckonfirst', 'edsmith13', 'tlw893', 'schia', 'ecuares', 'heatherhelledge', 'aeng', 'choward28', 'laurendavis2010', 'cbarrett', 'erinanncook', 'phue', 'nickkm7', 'mkamradt1', 'clau', 'afrancescatti', 'claybrengman', 'laherro', 'smazo', 'scombs', 'smorris', 'sthottathil', 'sflorczak', 'jasanchez', 'smurcko', 'jchertow', 'dwu417', 'sflood', 'mez377', 'jsainte', 'dkargman', 'lauralep', 'awong42', 'mczech', 'raznaahmad', 'wendyjo410', 'evitt', 'dkim2', 'bclegg56', '8u9i0o', 'svillalpando']",3,"['katia', 'trp786', 'virusctm']",9,"['kbernard', 'amodtimalsina', 'bferdinand', 'jcagadas', 'agdoutou', 'sjd345', 'fka560', 'aku108', 'nisha89']",53,"['schia', 'aeng', 'aku108', 'choward28', 'cbarrett', 'kbernard', 'phue', 'nickkm7', 'mkamradt1', 'clau', 'claybrengman', 'smazo', 'trp786', 'scombs', 'smorris', 'jasanchez', 'amodtimalsina', 'bferdinand', 'jchertow', 'dwu417', 'virusctm', 'mczech', 'raznaahmad', 'jcagadas', 'wendyjo410', 'sjd345', 'dkim2', 'katia', '8u9i0o', 'ckonfirst', 'edsmith13', 'tlw893', 'ecuares', 'heatherhelledge', 'laurendavis2010', 'erinanncook', 'afrancescatti', 'laherro', 'sthottathil', 'sflorczak', 'smurcko', 'agdoutou', 'sflood', 'mez377', 'jsainte', 'dkargman', 'lauralep', 'awong42', 'evitt', 'bclegg56', 'fka560', 'nisha89', 'svillalpando']"
6,21,44,44,42,"['ckonfirst', 'edsmith13', 'tlw893', 'schia', 'ecuares', 'heatherhelledge', 'aeng', 'choward28', 'laurendavis2010', 'cbarrett', 'erinanncook', 'nickkm7', 'mkamradt1', 'clau', 'afrancescatti', 'claybrengman', 'smazo', 'trp786', 'scombs', 'laherro', 'sthottathil', 'jasanchez', 'smorris', 'sflorczak', 'smurcko', 'dwu417', 'jchertow', 'sflood', 'mez377', 'jsainte', 'dkargman', 'lauralep', 'virusctm', 'awong42', 'raznaahmad', 'mczech', 'evitt', 'katia', 'bclegg56', 'dkim2', '8u9i0o', 'svillalpando']",2,"['wendyjo410', 'phue']",2,"['pstrybel', 'amunre']",46,"['schia', 'aeng', 'choward28', 'cbarrett', 'phue', 'nickkm7', 'mkamradt1', 'clau', 'claybrengman', 'smazo', 'trp786', 'scombs', 'smorris', 'jasanchez', 'jchertow', 'dwu417', 'virusctm', 'pstrybel', 'mczech', 'raznaahmad', 'wendyjo410', 'dkim2', 'katia', '8u9i0o', 'ckonfirst', 'edsmith13', 'tlw893', 'ecuares', 'heatherhelledge', 'laurendavis2010', 'erinanncook', 'amunre', 'afrancescatti', 'laherro', 'sthottathil', 'sflorczak', 'smurcko', 'sflood', 'mez377', 'jsainte', 'dkargman', 'lauralep', 'awong42', 'evitt', 'bclegg56', 'svillalpando']"
7,45,36,25,22,"['linaalvarez', 'cnunezc', 'harlingenkid06', 'kumadbindu', 'arloedx', 'mattdit9', 'melody1007', 'swathipriya', 'xt3rmin8', 'pavanjasti', 'agarciagr', 'arod923', 'javiercastillo', 'ssingam', 'jsanchezy23', 'eleggo', 'aaviles25', 'ybai', 'relizondozy', 'drodriguezz4', 'rriosz18', 'eriosc2']",14,"['a06tb011', 'carlos00', 'tamalika123', 'jmpm2', 'dokkaebij', 'jatorres', 'indigoclay', 'mheraldz', 'eloyolivo', 'jatorres4', 'iquintanilz1', 'rok75', 'csexton', 'leewoonzae']",3,"['faraon956', 'isamini', 'hhuq']",39,"['a06tb011', 'linaalvarez', 'cnunezc', 'jatorres4', 'harlingenkid06', 'csexton', 'kumadbindu', 'tamalika123', 'leewoonzae', 'arloedx', 'jmpm2', 'mattdit9', 'mheraldz', 'melody1007', 'swathipriya', 'hhuq', 'xt3rmin8', 'pavanjasti', 'agarciagr', 'arod923', 'dokkaebij', 'jatorres', 'javiercastillo', 'eloyolivo', 'ssingam', 'iquintanilz1', 'rok75', 'jsanchezy23', 'eleggo', 'aaviles25', 'ybai', 'indigoclay', 'relizondozy', 'isamini', 'drodriguezz4', 'faraon956', 'rriosz18', 'eriosc2', 'carlos00']"
8,58,35,36,28,"['kiridode', 'abdulaleem', 'eauchy', 'ahmed_3anter', 'kymera', 'mmoftah', 'anhr_nti', 'manar', 'mhussein', 'm_fouly', 'aymanmahgoub', 'shadygamel', 'marwa', 'hanoy73', 'moro', 'ahmed_elabyad', 'anhrnti', 'ahmd_sadk', 'zema_gouchy', 'basma_sha3lan', 'amr_elmasry', 'h_maksoud', 'hattem', 'mmoftah0602', 'fayezelsisy', 'shereef_23', 'mmatda1976', 'amr_elzidy']",7,"['togauravsaxena', 'morgan_3', 'aryawww', 'salehov', 'eng_hoda', 'essam_samir', 'negm']",8,"['serag', 'ahmedgad2007', 'zoweil', 'moataz', 'amrzahir', 'heba_sadek', 'abdulaziz80', 'just4mido']",43,"['kiridode', 'abdulaleem', 'morgan_3', 'eauchy', 'amrzahir', 'salehov', 'ahmed_3anter', 'essam_samir', 'negm', 'kymera', 'mmoftah', 'anhr_nti', 'manar', 'aryawww', 'mhussein', 'm_fouly', 'aymanmahgoub', 'shadygamel', 'marwa', 'hanoy73', 'moro', 'ahmed_elabyad', 'moataz', 'anhrnti', 'ahmd_sadk', 'zema_gouchy', 'just4mido', 'basma_sha3lan', 'amr_elmasry', 'serag', 'h_maksoud', 'hattem', 'togauravsaxena', 'ahmedgad2007', 'zoweil', 'mmoftah0602', 'heba_sadek', 'eng_hoda', 'abdulaziz80', 'fayezelsisy', 'shereef_23', 'mmatda1976', 'amr_elzidy']"
9,42,30,31,21,"['citoglu', 'm_aras', 'chinar', 'bugrabalaban', 'prankieee', 'basakd', 'ahmetoz', 'shoke', 'yalcine', 'mtzng', 'ufukyaman', 'bozbey00', 'feze', 'kurch', 'mhmtmtl', 'ardaonder', 'utkuse', 'omerfaruk', 'hfirat86', 'gulesn', 'inanc']",9,"['torabora', 'orkunarican', 'ergin', 'erdi', 'kmgzn', 'denizceliktas', 'snbelenli', 'alper', 'aysegul']",10,"['oguzhanatak', 'mertm', 'karabeyli', 'buraksener', 'ardak8', 'm_peker', 'gorgon', 'hsumer', 'oaktas', 'asli_esin']",40,"['oguzhanatak', 'citoglu', 'm_aras', 'chinar', 'buraksener', 'bugrabalaban', 'prankieee', 'basakd', 'ahmetoz', 'snbelenli', 'alper', 'aysegul', 'shoke', 'yalcine', 'm_peker', 'ergin', 'mtzng', 'kmgzn', 'denizceliktas', 'ufukyaman', 'bozbey00', 'asli_esin', 'feze', 'kurch', 'ardak8', 'mhmtmtl', 'ardaonder', 'erdi', 'utkuse', 'omerfaruk', 'torabora', 'mertm', 'karabeyli', 'orkunarican', 'hfirat86', 'gorgon', 'hsumer', 'gulesn', 'oaktas', 'inanc']"
9,43,30,12,7,"['torabora', 'chinar', 'erdi', 'kmgzn', 'bozbey00', 'omerfaruk', 'aysegul']",23,"['citoglu', 'm_aras', 'bugrabalaban', 'prankieee', 'basakd', 'ahmetoz', 'snbelenli', 'alper', 'shoke', 'yalcine', 'ergin', 'mtzng', 'denizceliktas', 'ufukyaman', 'feze', 'kurch', 'mhmtmtl', 'ardaonder', 'utkuse', 'orkunarican', 'hfirat86', 'gulesn', 'inanc']",5,"['xilmarillon', 'ardak8', 'tostos87', 'hakancu01', 'terd']",35,"['citoglu', 'm_aras', 'chinar', 'bugrabalaban', 'prankieee', 'tostos87', 'basakd', 'ahmetoz', 'snbelenli', 'terd', 'alper', 'aysegul', 'shoke', 'yalcine', 'ergin', 'mtzng', 'kmgzn', 'denizceliktas', 'ufukyaman', 'bozbey00', 'feze', 'xilmarillon', 'kurch', 'ardak8', 'mhmtmtl', 'ardaonder', 'erdi', 'hakancu01', 'utkuse', 'omerfaruk', 'torabora', 'orkunarican', 'hfirat86', 'gulesn', 'inanc']"
