to_days('2008-07-01 00:00:00')	to_days('2009-01-01 00:00:00')
733589	733773
oleksiy	bandstrlab	733711
oleksiy	qdot	733711
saxep01	spice3f4	733749
saxep01	spice3f4	733750
maffi	qclab	733697
maffi	qclab	733700
maffi	qclab	733705
maffi	qclab	733706
maffi	nsoptics	733711
maffi	cndo	733715
maffi	cndo	733717
gmarvin	cntnemsff	733664
gmarvin	padre	733702
gmarvin	swntjiv	733703
gmarvin	cntbte	733703
gmarvin	qdot	733742
gmarvin	qdot	733712
gmarvin	qdot	733713
gmarvin	qdot	733716
khawla123	sugar	733741
jlumento	spice3f4	733632
jlumento	nanocmos	733737
jlumento	nanomos	733737
jlumento	nanomos	733748
jlumento	nanomos	733749
jlumento	nanomos	733751
jlumento	nanomos	733752
jlumento	nanomos	733753
uakinci	pimc	733722
uakinci	qwalk	733722
uakinci	ucb_compnano	733751
uakinci	qwalk	733751
kuntalroy	mosfet	733698
kuntalroy	abacus	733698
kuntalroy	mosfet	733699
kuntalroy	mosfet	733706
kuntalroy	mosfet	733707
kuntalroy	mosfet	733708
kuntalroy	mosfet	733709
kuntalroy	abacus	733716
kuntalroy	abacus	733717
kuntalroy	abacus	733718
kuntalroy	mosfet	733720
kuntalroy	abacus	733722
kuntalroy	nanocmos	733648
kuntalroy	nanocmos	733649
kuntalroy	nanocmos	733650
kuntalroy	nanocmos	733651
kuntalroy	abacus	733656
kuntalroy	moscap	733656
kuntalroy	abacus	733657
kuntalroy	abacus	733658
kuntalroy	abacus	733662
kuntalroy	abacus	733663
kuntalroy	abacus	733665
kuntalroy	crystal_viewer	733667
kuntalroy	kronig_penney	733667
kuntalroy	kronig_penney	733668
zaldenp	abinit	733731
zaldenp	pntoy	733731
zaldenp	bandstrlab	733731
zaldenp	pntoy	733732
zaldenp	coulombsim	733735
zaldenp	pntoy	733735
zaldenp	bandstrlab	733735
zaldenp	abinit	733735
zaldenp	abacus	733735
zaldenp	vkmlpsgg	733735
zaldenp	pntoy	733740
zaldenp	abacus	733742
zaldenp	mosfet	733745
zaldenp	abacus	733745
zaldenp	abacus	733746
zaldenp	abacus	733756
rezshahab	cntphonons	733635
rogerzzz	bandstrlab	733682
rogerzzz	qdot	733682
rogerzzz	bandstrlab	733684
daeyeonk	pete	733640
daeyeonk	pete	733645
sky_ubu	quamc2d	733599
sifo	padre	733600
sifo	schred	733600
lettertohyo	fettoy	733728
lettertohyo	nanowire	733725
lettertohyo	nanomos	733725
lettertohyo	nanocmos	733726
lettertohyo	mosfet	733726
lettertohyo	moscap	733726
lettertohyo	padre	733726
lettertohyo	semi	733726
lettertohyo	fettoy	733726
lettertohyo	vides	733726
lettertohyo	coulombsim	733726
lettertohyo	strainbands	733726
lettertohyo	deviceelectron	733726
lettertohyo	moscntr	733726
lettertohyo	chess	733726
lettertohyo	dopingsilicon	733726
lettertohyo	nanowire	733726
lettertohyo	nanofet	733726
lettertohyo	nanomos	733726
lettertohyo	mctrigate	733726
lettertohyo	fettoy	733727
darora7	cndo	733717
darora7	cndo	733718
cfiegna	mosfet	733730
tcoffey	oof2	733602
slhodson	greentherm	733660
deskinner	abinit	733716
luichanco	qclab	733703
luichanco	qclab	733705
luichanco	qclab	733706
luichanco	qclab	733707
luichanco	nsoptics	733711
luichanco	cndo	733716
luichanco	cndo	733717
luichanco	cndo	733718
chandrasekaran	cntfet	733689
porvunah	vedaams	733601
porvunah	vedaams	733602
porvunah	vedaams	733603
porvunah	vedaams	733589
porvunah	vedaams	733591
porvunah	vedaams	733596
porvunah	vedaams	733598
mlangille	qclab	733696
mlangille	qclab	733704
mlangille	nsoptics	733710
mlangille	qclab	733702
bambielli	qclab	733706
bambielli	nsoptics	733714
bambielli	cndo	733717
arjung	nanowire	733697
arjung	nanowire	733634
arjung	nanowire	733701
arjung	nanowire	733669
arjung	nanowire	733655
supergenius	abacus	733634
eko	qclab	733705
eko	qclab	733706
eko	qclab	733707
eko	nsoptics	733710
vlasov	photonicsdb	733725
messary	bandstrlab	733601
messary	crystal_viewer	733674
messary	nanomos	733674
messary	cntphonons	733596
drnevich	meep	733641
tidus43	mosfet	733722
tidus43	mosfet	733715
tidus43	spice3f4	733715
tidus43	atcadlab	733715
tidus43	mmst	733715
tidus43	mosfet	733716
tidus43	moscap	733716
tidus43	nanomos	733716
tidus43	acute	733717
tidus43	atcadlab	733717
tidus43	abacus	733717
tidus43	mosfet	733717
tidus43	nanomos	733717
tidus43	prophet	733718
tidus43	mosfet	733718
anttinanohub	rtdnegf	733728
anttinanohub	pcpbt	733728
anttinanohub	cntbte	733728
anttinanohub	rtd	733728
anttinanohub	rtd	733729
moamin	nanomos	733632
moamin	nanomos	733633
moamin	nanomos	733634
moamin	nanomos	733700
moamin	nanomos	733734
moamin	nanomos	733702
moamin	nanomos	733697
moamin	nanomos	733692
moamin	nanomos	733771
moamin	schred	733772
moamin	nanomos	733772
moamin	nanomos	733677
moamin	nanomos	733698
moamin	nanomos	733695
moamin	nanomos	733653
moamin	nanomos	733687
moamin	nanomos	733593
moamin	nanomos	733658
moamin	nanomos	733691
moamin	nanomos	733660
moamin	nanomos	733693
moamin	nanomos	733589
cdong3	gnrinterconnect	733697
cdong3	spice3f4	733666
cdong3	pete	733722
jrcalver	workspace	733732
jrcalver	workspace	733735
pouya_dianat	aqme	733667
pouya_dianat	nanowire	733667
pouya_dianat	bandstrlab	733667
pouya_dianat	1dhetero	733667
stonetrees_411	phcband	733595
stonetrees_411	ucb_compnano	733595
s3suggs	nsoptics	733712
s3suggs	nanonet	733712
s3suggs	qclab	733706
s3suggs	abinit	733706
s3suggs	qclab	733707
s3suggs	cndo	733718
fgsj	uvspec	733669
drdkjha	qclab	733761
drdkjha	electromat	733698
drdkjha	pete	733698
drdkjha	dopingsilicon	733698
drdkjha	mpb	733698
drdkjha	padre	733698
drdkjha	crystal_viewer	733698
drdkjha	greentherm	733698
drdkjha	prophet	733698
drdkjha	qwalk	733698
drdkjha	uvspec	733698
drdkjha	vkmlggs	733698
drdkjha	bandstrlab	733698
drdkjha	senstran	733698
drdkjha	nuitns	733698
drdkjha	qclab	733698
drdkjha	abinit	733698
drdkjha	cgtb	733698
drdkjha	tedvis	733698
drdkjha	qclab	733699
drdkjha	abinit	733699
drdkjha	coulombsim	733699
drdkjha	bandstrlab	733699
drdkjha	qclab	733750
drdkjha	aqme	733750
drdkjha	bandstrlab	733750
drdkjha	bsclab	733742
drdkjha	qclab	733712
drdkjha	qclab	733745
drdkjha	qclab	733747
drdkjha	qclab	733748
drdkjha	qclab	733749
drdkjha	uvspec	733749
drdkjha	bulkmc	733749
drdkjha	qclab	733718
drdkjha	bandstrlab	733718
drdkjha	qclab	733751
rajeshk	abacus	733662
rasmita7	cntphonons	733728
rasmita7	cntbte	733729
rasmita7	cntfet	733731
rasmita7	cntfet	733732
rasmita7	moscntr	733702
rasmita7	cntfet	733702
rasmita7	cntbands-ext	733702
rasmita7	mosfet	733735
rasmita7	nanoheatflow	733735
rasmita7	heterojunction	733735
rasmita7	cntfet	733704
rasmita7	cntbte	733704
rasmita7	cntbands-ext	733737
rasmita7	cntbands-ext	733738
rasmita7	cntphonons	733738
rasmita7	cntfet	733739
rasmita7	sbcnfet	733739
rasmita7	abinit	733743
rasmita7	cntbte	733743
rasmita7	cntbands-ext	733736
rasmita7	nanocmos	733763
rasmita7	moscntr	733763
rasmita7	mosfet	733763
rasmita7	cntfet	733763
rasmita7	fettoy	733763
rasmita7	cntbte	733750
rasmita7	cntbte	733751
rasmita7	cntbte	733752
rasmita7	cntfet	733753
rasmita7	cntbands-ext	733724
rasmita7	cntbte	733724
rasmita7	moscntr	733725
rasmita7	cntfet	733725
rasmita7	cntbte	733725
rasmita7	cntfet	733727
silverjbj	mosfet	733730
silverjbj	mosfet	733731
silverjbj	mosfet	733732
silverjbj	nanomos	733738
silverjbj	pntoy	733720
silverjbj	pntoy	733723
martabme	qclab	733703
martabme	qclab	733705
martabme	nuitns	733705
martabme	qclab	733706
martabme	qclab	733707
martabme	nsoptics	733710
martabme	nsoptics	733711
martabme	cndo	733715
martabme	cndo	733717
bzq11104	cntfet	733760
bzq11104	cntbands-ext	733760
manash1234	nsoptics	733752
brahmananohub	spice3f4	733648
pcristea	aqme	733734
pcristea	pntoy	733638
pcristea	semi	733638
pcristea	pntoy	733641
pcristea	adept	733591
pcristea	adept	733645
pcristea	pntoy	733645
pcristea	cndo	733765
pcristea	cntfet	733765
pcristea	photonicsrt	733765
pcristea	cntbte	733765
pcristea	atcadlab	733713
pcristea	rtd	733654
pcristea	abacus	733705
pcristea	acute	733759
pcristea	antsy	733759
pcristea	greentherm	733759
pcristea	mdsim	733759
pcristea	aqme	733759
pcristea	cnia	733759
pcristea	dynamicafm	733759
pcristea	ucb_compnano	733759
pcristea	tedvis	733759
zooley	qdot	733632
zooley	bandstrlab	733627
zooley	cntbands-ext	733668
zooley	qdot	733668
zooley	cntbands-ext	733659
zooley	workspace	733710
zooley	abacus	733711
zooley	cntbands-ext	733595
zooley	workspace	733694
spark1e	senstran	733713
spark1e	1dhetero	733713
yangliu1983	bandstrlab	733703
masavaik	atcadlab	733718
masavaik	matsimtk	733718
sonargodz1	nccpf	733722
priyadarshini	moscap	733672
priyadarshini	schred	733672
jsharp	qclab	733704
jsharp	qclab	733706
jsharp	qclab	733707
jsharp	nsoptics	733711
jsharp	cndo	733716
jsharp	cndo	733717
jsharp	cndo	733718
tbarzso	schred	733603
tbarzso	crystal_viewer	733711
tbarzso	cntbands-ext	733638
tbarzso	cntbte	733638
tbarzso	qdot	733638
tbarzso	bandstrlab	733638
tbarzso	abinit	733638
tbarzso	crystal_viewer	733638
tbarzso	dynamicafm	733638
tbarzso	crystal_viewer	733639
tbarzso	qwalk	733639
tbarzso	bandstrlab	733639
tbarzso	qdot	733639
tbarzso	nuitns	733639
tbarzso	crystal_viewer	733608
tbarzso	crystal_viewer	733735
tbarzso	antsy	733735
tbarzso	acute	733645
tbarzso	cntnemscant	733647
tbarzso	cnia	733648
tbarzso	qdot	733640
tbarzso	spice3f4	733681
tbarzso	crystal_viewer	733589
tbarzso	gnrinterconnect	733589
tbarzso	crystal_viewer	733624
tbarzso	molst	733709
tbarzso	sugar	733709
tbarzso	cntfet	733709
tbarzso	qdot	733709
tbarzso	hypiedesigner	733709
tbarzso	qclab	733626
tbarzso	nsoptics	733626
tbarzso	qdot	733626
tbarzso	bjt	733627
tbarzso	tedvis	733596
tbarzso	qdot	733662
ldlopezca	cntbte	733674
ldlopezca	abacus	733678
coxcj	matsimtk	733742
simbawz	sbcnfet	733769
yuitan87	workspace	733731
yuitan87	kronig_penney	733666
yuitan87	kronig_penney	733667
yuitan87	workspace	733732
yuitan87	kronig_penney	733669
yuitan87	workspace	733735
yuitan87	workspace	733704
yuitan87	workspace	733705
yuitan87	qdot	733706
yuitan87	workspace	733707
yuitan87	workspace	733730
yuitan87	workspace	733680
yuitan87	workspace	733681
yuitan87	workspace	733682
yuitan87	workspace	733683
yuitan87	workspace	733749
yuitan87	abacus	733656
yuitan87	workspace	733756
yuitan87	crystal_viewer	733663
yuitan87	kronig_penney	733663
baeh	workspace	733679
allenbyd	nccpf	733745
allenbyd	tedvis	733745
02paiks	crystal_viewer	733688
02paiks	kronig_penney	733688
anestisk	ucb_compnano	733734
jcosta	senstran	733704
jcosta	biomoca	733712
jcosta	senstran	733712
jcosta	senstran	733661
carlherndon2011	qclab	733704
carlherndon2011	qclab	733706
carlherndon2011	qclab	733707
carlherndon2011	nsoptics	733711
carlherndon2011	nsoptics	733712
carlherndon2011	cndo	733717
carlherndon2011	cndo	733718
carlherndon2011	cndo	733720
dangunter	ucb_compnano	733655
dangunter	qwalk	733655
eelpers	matsimtk	733739
eelpers	matsimtk	733740
eelpers	nanowire	733742
eelpers	matsimtk	733742
bushsf	nanonet	733622
virtue	aqme	733666
ashublanc	semi	733603
bharath	mosfet	733634
saaantosh	photonicsdb	733670
abc897	qclab	733701
abc897	qclab	733706
abc897	qclab	733707
abc897	nsoptics	733711
abc897	cndo	733716
abc897	cndo	733717
abc897	cndo	733718
kedarked	schred	733696
kedarked	schred	733697
kedarked	quamc2d	733697
kedarked	moscap	733699
kedarked	schred	733699
kedarked	quamc2d	733699
kedarked	schred	733700
kedarked	moscap	733671
kedarked	schred	733671
kedarked	schred	733680
kedarked	bandstrlab	733715
kedarked	pntoy	733660
julius	vides	733714
cygnusc	cntbands-ext	733745
rpatel	qclab	733705
rpatel	cndo	733716
rpatel	cndo	733717
harsha_jammula	fettoy	733602
harsha_jammula	moca-ensemble	733602
bmyles	molctoy	733742
bmyles	molctoy	733743
amiramontes	pntoy	733721
alberthong	qclab	733706
alberthong	qclab	733707
alberthong	nsoptics	733710
alberthong	cndo	733716
alberthong	cndo	733717
alberthong	cndo	733718
iphysun	matdcal	733659
ysyu71	nanocmos	733589
ysyu71	nanowire	733589
ysyu71	nanofinfet	733589
ysyu71	schred	733589
ysyu71	mgnanowirefet	733589
ysyu71	nanowireclassic	733590
ysyu71	nanofet	733590
ysyu71	nanofinfet	733591
ferry	kronig_penney	733672
ferry	electromat	733595
ferry	nanowire	733676
ferry	abacus	733693
ferry	pntoy	733693
ferry	pnlongbasedda	733693
ferry	electromat	733662
miladm	bjt	733652
brennanm	matsimtk	733730
nikonov	rtdnegf	733680
nikonov	workspace	733682
nikonov	workspace	733603
nikonov	workspace	733732
nikonov	cntbands-ext	733749
amalin	nanofinfet	733604
amalin	nanofinfet	733605
amalin	nanonet	733605
amalin	gnrinterconnect	733606
amalin	nanofinfet	733606
amalin	prolabox	733608
amalin	cntfet	733613
amalin	fettoy	733614
amalin	cntfet	733614
amalin	cntfet	733615
amalin	fettoy	733717
amalin	fettoy	733623
amalin	cntfet	733623
amalin	nanonet	733623
amalin	nanofinfet	733623
kamil	nanowire	733711
kamil	bandstrlab	733711
amalik	qclab	733707
amalik	cndo	733717
amalik	cndo	733718
amalik	nsoptics	733711
jc50fb	msl	733604
meralugurlu	ucb_compnano	733707
meralugurlu	demons	733707
meralugurlu	sugar	733707
pkolla	sugar	733728
pkolla	vkmlpsgg	733686
ongzy1979	greentherm	733707
dgunderwood	adept	733597
dgunderwood	senstran	733597
yang238	vkmlpsgg	733646
andrade	phcband	733732
maroon_09	nsoptics	733712
maroon_09	qclab	733706
maroon_09	qclab	733707
maroon_09	cndo	733718
maroon_09	cndo	733719
appendhuang	cndo	733751
arezaei818	moscntr	733642
jayalakshmi	fettoy	733701
jayalakshmi	fettoy	733705
jayalakshmi	abinit	733711
jayalakshmi	mgnanowirefet	733711
jayalakshmi	nanowire	733711
jayalakshmi	atcadlab	733716
jayalakshmi	vides	733718
jayalakshmi	pntoy	733718
jayalakshmi	vides	733720
jayalakshmi	vides	733721
jayalakshmi	atcadlab	733721
jayalakshmi	bulkmc	733722
jayalakshmi	nanowire	733624
jayalakshmi	cntbte	733768
jayalakshmi	nanocmos	733660
jayalakshmi	nanowire	733660
jayalakshmi	semi	733661
jayalakshmi	nanocmos	733662
jayalakshmi	nanowire	733662
jayalakshmi	semi	733662
jayalakshmi	nanowire	733663
jayalakshmi	nanowire	733665
jayalakshmi	nanowire	733666
jayalakshmi	nanofet	733666
jayalakshmi	semi	733666
jayalakshmi	nanomos	733666
jayalakshmi	fettoy	733667
jayalakshmi	coulombsim	733667
jayalakshmi	fettoy	733668
jayalakshmi	nanofinfet	733668
jayalakshmi	nanofinfet	733672
jayalakshmi	nanonet	733673
jayalakshmi	nanofinfet	733673
jayalakshmi	mgnanowirefet	733673
jayalakshmi	moscntr	733674
jayalakshmi	sbcnfet	733674
jayalakshmi	fettoy	733675
jayalakshmi	nanofinfet	733675
jayalakshmi	sbcnfet	733675
jayalakshmi	fettoy	733676
jayalakshmi	nanofinfet	733676
jayalakshmi	spice3f4	733676
jayalakshmi	fettoy	733677
jayalakshmi	nanofinfet	733677
jayalakshmi	nanofinfet	733678
woodard41	molctoy	733742
woodard41	molctoy	733743
hrish	rtdnegf	733681
hrish	nanocmos	733693
dgru	biomoca	733743
dgru	1dhetero	733743
dgru	spice3f4	733743
ahmadiph	biomoca	733749
shrince	bjt	733727
ebaytok	crystal_viewer	733664
ebaytok	kronig_penney	733664
ebaytok	kronig_penney	733665
ebaytok	kronig_penney	733669
lunaticjudd	abacus	733672
lunaticjudd	abacus	733665
sfedorikhina	qclab	733706
sfedorikhina	cndo	733717
zaelste	pntoy	733640
zaelste	mosfet	733639
zaelste	moscap	733639
champinhon	pntoy	733722
cinzia_nanna	moscap	733725
alebuff	abacus	733690
alebuff	abacus	733692
alebuff	bandstrlab	733692
rachelrosen	qclab	733704
rachelrosen	nsoptics	733712
rachelrosen	qclab	733706
rachelrosen	qclab	733707
rachelrosen	cndo	733718
kasierros	uvspec	733717
kasierros	sugar	733717
dberman1	nplongbasedda	733716
dberman1	uvspec	733716
dberman1	nplongbasedda	733718
dberman1	uvspec	733718
dberman1	semi	733718
dberman1	spice3f4	733718
SolidMastery	phcband	733594
schatz	qclab	733674
schatz	qdot	733619
schatz	qclab	733701
schatz	qclab	733750
schatz	nuitns	733639
stefankliss	bjt	733637
stefankliss	pntoy	733637
sebasff	bandstrlab	733769
sebasff	mctrigate	733738
sebasff	vides	733763
sebasff	nanowire	733660
sebasff	abacus	733660
sebasff	bandstrlab	733749
gurumudgal	vkmlpsgg	733729
AllWires	spice3f4	733659
tang137	fermi	733659
tang137	bandstrlab	733659
danishr	pntoy	733720
danishr	pntoy	733717
danishr	pntoy	733718
amrzahir	padre	733756
amrzahir	padre	733731
amrzahir	padre	733732
amrzahir	padre	733757
rdias	vkmlggs	733657
peterjp	rtd	733736
peterjp	rtdnegf	733737
peterjp	rtd	733734
bedworth	hyperrebo	733743
acolletti	qclab	733706
acolletti	qclab	733707
acolletti	qclab	733710
acolletti	nsoptics	733710
acolletti	nsoptics	733711
acolletti	cndo	733715
acolletti	cndo	733716
acolletti	qclab	733716
acolletti	cndo	733717
weaverse	nccpf	733759
tstanis	qclab	733704
tstanis	qclab	733706
tstanis	qclab	733707
tstanis	nsoptics	733710
tstanis	cndo	733716
tstanis	cndo	733718
sm	pete	733689
sm	pete	733654
vinceR	cnia	733591
vinceR	cntbands-ext	733591
vinceR	nanowire	733591
xuhaifeng	phcband	733704
xuhaifeng	mpb	733704
xuhaifeng	bandstrlab	733704
xuhaifeng	beamprop	733704
xuhaifeng	meep	733704
xuhaifeng	nsoptics3d	733705
xuhaifeng	hypiedesigner	733705
xuhaifeng	nanomos	733706
xuhaifeng	nanomos	733707
xuhaifeng	meep	733708
xuhaifeng	nanomos	733708
xuhaifeng	nanocmos	733713
xuhaifeng	mosfet	733713
xuhaifeng	mpb	733713
xuhaifeng	pntoy	733685
xuhaifeng	mosfet	733693
yqlong	bandstrlab	733736
kmnz	adept	733664
kmnz	senstran	733664
kmnz	nanogromacs	733664
kmnz	nanocmos	733663
kmnz	molst	733663
joshis	cenems	733608
miracler	fettoy	733690
supradeep	nanonet	733676
supradeep	nanofet	733676
supradeep	nanomos	733676
emilieringe	nsoptics	733661
jacob1123	pntoy	733698
jacob1123	dopingsilicon	733698
jacob1123	mosfet	733699
jacob1123	prolabcdd	733699
jacob1123	pntoy	733699
jacob1123	oof2	733699
jacob1123	dopingsilicon	733699
jacob1123	abacus	733699
wgriffin	abacus	733664
wgriffin	mosfet	733721
wgriffin	moscap	733721
wgriffin	mosfet	733722
wgriffin	mosfet	733699
wgriffin	abacus	733699
wgriffin	mosfet	733700
wgriffin	mosfet	733707
wgriffin	mosfet	733708
wgriffin	nanocmos	733646
wgriffin	nanocmos	733650
wgriffin	nanocmos	733651
wgriffin	abacus	733717
wgriffin	mosfet	733718
wgriffin	mosfet	733719
wgriffin	mosfet	733720
wgriffin	abacus	733657
wgriffin	abacus	733658
wgriffin	abacus	733661
lee222	cntbands-ext	733674
lee222	chess	733666
lee222	qclab	733669
lee222	abinit	733669
lee222	cntbands-ext	733669
lee222	molst	733655
lee222	chess	733655
lee222	tedvis	733655
user1718	schred	733606
rashmi8	nanofet	733697
rashmi8	greentherm	733667
rashmi8	fettoy	733667
rashmi8	coulombsim	733667
rashmi8	nanofet	733667
rashmi8	nanofet	733693
rashmi8	abinit	733714
rashmi8	nanomos	733715
rashmi8	nanofet	733661
deits	biomoca	733730
colo	nanomos	733738
colo	nanomos	733771
colo	nanomos	733772
colo	nanomos	733750
colo	nanomos	733751
eugnsp	antsy	733719
eugnsp	bandstrlab	733719
shaka	crystal_viewer	733731
gte689q	bowtie	733764
ctw816	mdsim	733707
ctw816	nanogromacs	733707
ctw816	schred	733667
msbentley	dynamicafm	733632
msbentley	dynamicafm	733652
msbentley	dynamicafm	733604
msbentley	dynamicafm	733653
cola	sbcnfet	733675
gkarakon	abacus	733736
gkarakon	cntnemsff	733736
gkarakon	moscap	733736
gkarakon	prolabox	733736
gkarakon	tsuprem4	733717
gkarakon	prolabox	733717
jqian	cntbands-ext	733625
avik	bjt	733691
khawla	cenems	733672
xwang	bandstrlab	733751
cclo	schred	733731
cclo	schred	733658
cclo	bandstrlab	733595
cclo	schred	733730
fanadam	oof2	733712
martinschucj	abacus	733754
martinschucj	abacus	733751
hemanthaithal	schred	733700
hemanthaithal	quamc2d	733702
hemanthaithal	bandstrlab	733717
hemanthaithal	bandstrlab	733721
hemanthaithal	bandstrlab	733723
hemanthaithal	bandstrlab	733725
ttamtong	msl	733648
ttamtong	msl	733652
ttamtong	msl	733644
ttamtong	msl	733653
kwhans	electromat	733721
kwhans	schred	733721
kwhans	bsclab	733721
amitsingh	vedaams	733742
danybaret	qdot	733744
danybaret	qdot	733749
danybaret	qdot	733758
piavi	antsy	733722
piavi	matsimtk	733722
sctos	mosfet	733599
dbasco	nsoptics	733712
dbasco	qclab	733706
dbasco	qclab	733707
dbasco	cndo	733718
alisa	rtdnegf	733657
alisa	mosfet	733676
alisa	mosfet	733757
alisa	uvspec	733757
alisa	omenwire	733756
sun627	hypiesolver	733679
sun627	hypiedesigner	733679
awolf	cntbands-ext	733744
markg	abacus	733694
markg	chess	733694
markg	nanomos	733694
s500383	phcband	733653
s500383	ucb_compnano	733653
s500383	cntbte	733653
spokala	qclab	733705
spokala	qclab	733706
spokala	nsoptics	733711
spokala	cndo	733716
spokala	cndo	733717
spokala	cndo	733718
piunova2002	uvspec	733627
zaid	spice3f4	733673
dookaloosy	nanowire	733593
dookaloosy	pntoy	733593
dookaloosy	padre	733602
dookaloosy	adept	733604
dookaloosy	padre	733604
dookaloosy	prolabox	733604
yessoddahc05	spice3f4	733660
tanyanigam	padre	733758
tmusho	nccpf	733701
tmusho	nccpf	733702
tmusho	nccpf	733770
tmusho	nccpf	733746
tmusho	nccpf	733750
tmusho	nccpf	733721
tmusho	omenwire	733759
ecolejun	nanomos	733706
ecolejun	nanomos	733707
ecolejun	pntoy	733681
ecolejun	pntoy	733682
ecolejun	pntoy	733683
ecolejun	pntoy	733684
ecolejun	pntoy	733685
ecolejun	mosfet	733692
ecolejun	mosfet	733693
lucianbarbut	kronig_penney	733711
yzhao	prolabcdd	733722
yzhao	pntoy	733722
yzhao	semi	733722
yzhao	prolabcdd	733723
smotavas	cntbands-ext	733732
smotavas	cntbte	733732
gpedrick	qclab	733706
gpedrick	nsoptics	733710
maestrop	nanofet	733590
maestrop	cntfet	733590
maestrop	sbcnfet	733590
michelerossi	padre	733732
michelerossi	moscap	733725
sabine	mosfet	733708
clong1	pntoy	733703
ruppe	mosfet	733731
ruppe	pntoy	733731
ruppe	mosfet	733734
ruppe	mosfet	733735
ruppe	nanomos	733741
ruppe	mosfet	733750
ruppe	nanomos	733750
ruppe	nanomos	733751
ruppe	pntoy	733721
ruppe	fettoy	733756
felixrocha	fettoy	733666
schavali	matsimtk	733696
schavali	workspace	733718
schavali	workspace	733725
schavali	oof2	733744
schavali	oof2	733746
schavali	oof2	733747
schavali	oof2	733748
schavali	oof2	733750
schavali	oof2	733751
schavali	oof2	733752
schavali	workspace	733753
schavali	matsimtk	733754
schavali	oof2	733755
schavali	workspace	733755
schavali	matsimtk	733756
schavali	workspace	733756
schavali	oof2	733756
schavali	oof2	733757
schavali	workspace	733655
schavali	workspace	733677
schavali	matsimtk	733683
schavali	matsimtk	733685
schavali	matsimtk	733686
schavali	matsimtk	733687
schavali	matsimtk	733688
schavali	matsimtk	733689
schavali	matsimtk	733690
schavali	matsimtk	733694
schavali	matsimtk	733695
ajl131	qclab	733703
ajl131	qclab	733704
ajl131	qclab	733705
ajl131	qclab	733706
ajl131	nsoptics	733711
ajl131	cndo	733717
ajl131	cndo	733718
ycstone	nanofet	733610
ycstone	senstran	733610
ycstone	mosfet	733643
ycstone	cntnemscant	733643
ycstone	senstran	733643
ycstone	mgnanowirefet	733643
ycstone	nanowire	733643
ycstone	nanofet	733643
ycstone	abinit	733639
ycstone	abacus	733639
abolling	abacus	733647
ykubo	spice3f4	733655
raskin	bandstrlab	733655
raskin	strainbands	733655
s052528	rtd	733737
s052528	rtdnegf	733737
bharatv_99	mosfet	733631
bharatv_99	prolabox	733631
user1776	aqme	733670
user1776	padre	733670
stanislav_maslovski	photonicsdb	733685
cagrawal	schred	733738
cagrawal	schred	733740
cagrawal	schred	733742
mkim	nsoptics	733712
mkim	qclab	733703
mkim	nsoptics	733703
praneeth	pntoy	733710
praneeth	pnlongbasedda	733703
shuiqing	vedaams	733654
shuiqing	dynamicafm	733654
brianchang	qclab	733705
brianchang	qclab	733706
brianchang	qclab	733707
brianchang	nsoptics	733711
brianchang	nsoptics	733712
brianchang	cndo	733718
IceForge13	nsoptics	733616
snoopykao	mosfet	733640
snoopykao	moscap	733640
snoopykao	nanocmos	733641
snoopykao	devrel	733641
snoopykao	cntbte	733641
snoopykao	semi	733641
snoopykao	lfmobility	733641
snoopykao	moscntr	733641
snoopykao	bulkmc	733641
snoopykao	matsimtk	733641
snoopykao	ucb_compnano	733641
antonio81	1dhetero	733679
ngel1914	matdcal	733602
ngel1914	cntbands-ext	733606
ngel1914	cntbands-ext	733698
ngel1914	workspace	733614
ngel1914	cntbands-ext	733618
ngel1914	cntbands-ext	733621
ngel1914	workspace	733660
ngel1914	cntbands-ext	733693
ngel1914	cntbands-ext	733695
shruti123	swntjiv	733651
meruansl	ucb_compnano	733716
Al3xand3r	micelle	733646
Al3xand3r	cenems	733646
aravindkumar	bandstrlab	733707
pleu	bandstrlab	733632
pleu	bandstrlab	733605
pleu	bandstrlab	733612
pleu	bandstrlab	733615
pleu	bandstrlab	733617
pleu	bandstrlab	733625
pleu	bandstrlab	733626
pleu	bandstrlab	733627
pleu	bandstrlab	733631
karnutsch	crystal_viewer	733688
eduffy	chess	733627
fisica	semi	733659
fisica	semi	733660
fisica	semi	733661
fisica	semi	733662
saularmando	cntbands-ext	733598
romanp	photonicsdb	733703
bluewolfrulz	rtd	733718
tewers	ucb_compnano	733753
tewers	ucb_compnano	733645
tewers	ucb_compnano	733750
tewers	ucb_compnano	733749
fredspin	iontrace	733681
fredspin	dopingsilicon	733681
fredspin	bandstrlab	733681
fredspin	spinprecession	733681
fredspin	crystal_viewer	733690
fredspin	bandstrlab	733690
fredspin	dopingsilicon	733685
fredspin	crystal_viewer	733686
xyz1b	cntbands-ext	733682
vkemper	abacus	733757
vkemper	abacus	733758
ntq1982	nanowire	733725
ntq1982	cntfet	733725
swong	fermi	733665
swong	pntoy	733701
swong	abacus	733647
pkibet	mosfet	733748
pkibet	moscntr	733751
pkibet	mosfet	733751
hamed	fettoy	733681
hamed	moscntr	733674
hamed	cntfet	733674
hamed	nanonet	733674
hamed	fettoy	733674
richardchoi	qdot	733612
richardchoi	qdot	733589
tanyaohua	schred	733665
tanyaohua	mosfet	733698
tanyaohua	abacus	733698
tanyaohua	abinit	733668
